연번, 구분,대여소ID,대여소번호,대여소명,거치대수,위도,경도
1158,영등포구,ST-296,248,248. 초원아파트 앞,10,37.531055,126.92421
1159,영등포구,ST-1651,285,285. 대림3동사거리(하나은행),8,37.499859,126.89724
1160,영등포구,ST-418,264,264. 교보생명보험 앞,15,37.521931,126.891617
1161,영등포구,ST-293,244,244. 영등포삼환아파트 앞,20,37.530079,126.905708
1162,영등포구,ST-66,217,217. NH농협은행 앞,10,37.522079,126.930367
1163,영등포구,ST-1649,283,283. 아크로타워 스퀘어(영등포시장),15,37.522518,126.907219
1164,영등포구,ST-56,210,210. IFC몰,21,37.526066,126.925537
1165,영등포구,ST-414,260,260. 여의도 마리나선착장 앞,15,37.533817,126.912491
1166,영등포구,ST-290,241,241. 신길우성1차아파트 앞 공원,10,37.505329,126.898483
1167,영등포구,ST-62,219,219. 롯데캐슬엠파이어 옆,12,37.520695,126.925835
1168,영등포구,ST-287,238,238. 제2구민체육센타 앞,10,37.526386,126.902756
1169,영등포구,ST-1540,281,281. 신동아아파트 앞,8,37.498241,126.893982
1170,영등포구,ST-284,235,235. 신길동 우리은행 옆,10,37.504566,126.910233
1171,영등포구,ST-1323,278,278. 쌍용플레티넘오피스텔,10,37.507931,126.895233
1172,영등포구,ST-55,209,209. 유진투자증권빌딩 앞,12,37.524612,126.927834
1173,영등포구,ST-281,232,232. 양평우림 이비즈센타 앞,20,37.52565,126.887817
1174,영등포구,ST-1353,279,279. 영등포 푸르지오 아파트,15,37.513229,126.904465
1175,영등포구,ST-1320,275,275. 신동아아파트,10,37.522816,126.885651
1176,영등포구,ST-279,229,229. 양평1 보행육교 앞,20,37.535873,126.892181
1177,영등포구,ST-64,215,215. 여의도고교 앞,10,37.524837,126.934906
1178,영등포구,ST-306,258,258. 신길역3번출구,14,37.517693,126.914299
1179,영등포구,ST-303,255,255. 도림4거리,10,37.506573,126.901131
1180,영등포구,ST-67,221,221. 여의도초교 앞,10,37.522675,126.93779
1181,영등포구,ST-50,204,204. 국회의사당역 5번출구 옆,13,37.528164,126.917023
1182,영등포구,ST-57,211,211. 여의도역 4번출구 옆,13,37.522228,126.924637
1183,영등포구,ST-426,272,272. 당산육갑문,20,37.535339,126.903679
1184,영등포구,ST-422,268,268. 그랜드컨벤션센터 앞,10,37.534718,126.900002
1185,영등포구,ST-298,250,250. 대림아파트 사거리,10,37.507641,126.92308
1186,영등포구,ST-60,214,214. 금융감독원 앞,20,37.523022,126.920837
1187,영등포구,ST-46,201,201. 진미파라곤 앞,15,37.531239,126.921333
1188,영등포구,ST-1653,287,287. 영등포전화국사거리 (서강어린이공원),10,37.525768,126.905739
1189,영등포구,ST-295,247,247. 당산역 10번출구 앞,19,37.533688,126.902107
1190,영등포구,ST-1650,284,284. 센트럴 푸르지오 시티 앞,12,37.518211,126.902229
1191,영등포구,ST-417,263,263. 근로자회관 사거리,12,37.517151,126.888626
1192,영등포구,ST-292,243,243. 이앤씨드림타워 앞,15,37.527084,126.89138
1193,영등포구,ST-413,230,230. 영등포구청역 1번출구,10,37.524635,126.896217
1194,영등포구,ST-289,240,240. 문래역 4번출구 앞,10,37.518738,126.895576
1195,영등포구,ST-45,200,200. 국회의원회관,20,37.528728,126.914925
1196,영등포구,ST-72,226,226. 샛강역 1번출구 앞,20,37.517765,126.928413
1197,영등포구,ST-283,234,234. 영등포구민체육센터 앞,10,37.500462,126.905846
1198,영등포구,ST-1699,291,291. 문래동 하이테크 시티,14,37.513851,126.89888
1199,영등포구,ST-1322,277,277. 영등포뉴타운지하상가 2번게이트,10,37.520119,126.905167
1200,영등포구,ST-280,231,231. 남부고용노동지청 남측,10,37.524506,126.891823
1201,영등포구,ST-51,203,203. 국회의사당역 3번출구 옆,15,37.528057,126.918701
1202,영등포구,ST-278,228,228. 선유도역 3번출구 앞,10,37.53846,126.894508
1203,영등포구,ST-71,225,225. 앙카라공원 앞,26,37.517368,126.929253
1204,영등포구,ST-61,218,218. 증권거래소 앞,20,37.523277,126.929237
1205,영등포구,ST-305,257,257. 신길삼거리(우리은행),10,37.513844,126.919357
1206,영등포구,ST-47,202,202. 국민일보 앞,30,37.528816,126.92453
1207,용산구,ST-1343,836,836. 현대자동차서비스 앞,15,37.531422,126.9515
1208,용산구,ST-332,811,811. 녹사평역1번출구,20,37.53508,126.985382
1209,용산구,ST-1443,841,841. 신용산역 1번 출구,15,37.52961,126.968872
1210,용산구,ST-327,806,806. 전자랜드 본관 앞,20,37.533066,126.960732
1211,용산구,ST-324,802,802. 한강진역 2번 출구 앞,10,37.541153,127.002213
1212,용산구,ST-1327,830,830. 청암자이아파트앞,10,37.534424,126.94857
1213,용산구,ST-1324,827,827. 국군복지단,20,37.541885,126.97966
1214,용산구,ST-440,822,822. 이촌1동 마을공원,10,37.522041,126.965523
1215,용산구,ST-437,818,818. 숙명여대 입구 교차로,15,37.544895,126.969383
1216,용산구,ST-334,813,813. 삼각지역 3번출구,20,37.533512,126.972275
1217,용산구,ST-1342,835,835. 남영역 건너편,10,37.541981,126.971542
1218,용산구,ST-1376,838,838. 숙대입구역 4번출구,8,37.54446,126.972389
1219,용산구,ST-331,810,810. 이태원지하보도,10,37.53841,126.986649
1220,용산구,ST-1339,832,832. 이촌1동 주민센터 뒤,15,37.521282,126.973465
1221,용산구,ST-1442,840,840. 용산 파크타워 앞,10,37.523651,126.970268
1222,용산구,ST-329,808,808. 서빙고동 금호맨션 앞,10,37.520504,126.989738
1223,용산구,ST-326,805,805. 문배어린이공원 앞,9,37.536758,126.970001
1224,용산구,ST-322,800,800. 목월공원 앞,15,37.532433,126.954742
1225,용산구,ST-1326,829,829. 베르가모앞,40,37.52293,126.961693
1226,용산구,ST-442,825,825. 서빙고동 주민센터 앞,15,37.520336,126.994263
1227,용산구,ST-439,820,820. 청파동입구 교차로,10,37.549026,126.971947
1228,용산구,ST-436,817,817. 삼각지역 4번출구 앞,9,37.533451,126.971733
1229,용산구,ST-1344,837,837. 한남나들목 입구,10,37.52906,127.006729
1230,용산구,ST-333,812,812. 용산전쟁기념관,20,37.53484,126.977661
1231,용산구,ST-1341,834,834. 효창공원앞역 3번출구 뒤,15,37.539009,126.96138
1232,용산구,ST-1446,844,844. 이촌2동 동원베네스트 아파트 앞,11,37.527149,126.955162
1233,용산구,ST-330,809,809. 한남 유수지 복개주차장,10,37.530167,127.007439
1234,용산구,ST-328,807,807. 서울역 12번 출구 앞,10,37.552277,126.972687
1235,용산구,ST-325,803,803. 한남초교 앞 보도육교,10,37.538139,127.004097
1236,용산구,ST-1615,845,845. 용산 선인상가,22,37.5327,126.964378
1237,용산구,ST-1328,831,831. 이태원관광특구입구,15,37.534279,126.988564
1238,용산구,ST-1325,828,828. 숙대입구역 8번,7,37.544079,126.972
1239,용산구,ST-946,826,826. 서울역 서부교차로2,20,37.555367,126.968643
1240,용산구,ST-441,823,823. 효창동주민센터 앞,10,37.54232,126.96196
1241,용산구,ST-438,819,819. 선린인터넷 고등학교,12,37.541653,126.970505
1242,용산구,ST-335,815,815. LIG강촌아파트 103동앞,20,37.518509,126.978798
1243,용산구,ST-435,816,816. 신용산역 6번출구 앞,15,37.530148,126.968483
1244,은평구,ST-1036,950,950. 구산역 2번 출구 ,7,37.610779,126.917351
1245,은평구,ST-465,917,917. 녹번역 4번출구,9,37.601299,126.935349
1246,은평구,ST-1485,964,964. 북한산힐스테이트 7차아파트,10,37.616112,126.925041
1247,은평구,ST-461,913,913. 이마트 은평점,15,37.6007,126.920128
1248,은평구,ST-1482,961,961. 불광역 9번 출구,10,37.61097,126.92981
1249,은평구,ST-1033,947,947. 연신내 선일하이츠빌 정류소,10,37.622669,126.919991
1250,은평구,ST-459,911,911. 은평평화공원(역촌역4번출구),10,37.605583,126.922935
1251,은평구,ST-454,906,906. 연신내역 5번출구150M 아래,10,37.61721,126.919579
1252,은평구,ST-1027,941,941. 은평뉴타운 도서관,13,37.63726,126.933701
1253,은평구,ST-451,903,903. 은평뉴타운 아이파크,20,37.645866,126.927391
1254,은평구,ST-1023,937,937. 상림마을 롯데캐슬2단지 옆,15,37.645851,126.923798
1255,은평구,ST-1331,956,956. 응암시장교차로,9,37.594376,126.918159
1256,은평구,ST-449,901,901. 응암1동사무소,10,37.600975,126.926956
1257,은평구,ST-479,931,931. 역촌파출소,10,37.604736,126.915337
1258,은평구,ST-475,927,927. 연신내역 3번출구 인근,10,37.617855,126.922523
1259,은평구,ST-472,924,924. 메뚜기다리,15,37.628517,126.929581
1260,은평구,ST-1038,952,952. 서울연신중학교,10,37.62265,126.925247
1261,은평구,ST-469,921,921. 신도고등학교,10,37.630016,126.919029
1262,은평구,ST-1487,966,966. 서울혁신파크1,10,37.609032,126.934677
1263,은평구,ST-464,916,916. 평생학습관 앞,7,37.607849,126.921326
1264,은평구,ST-1484,963,963. 대호프라자아파트,13,37.614429,126.932579
1265,은평구,ST-1035,949,949. 연신내역 1번 출구 ,7,37.619781,126.920807
1266,은평구,ST-460,912,912. 응암오거리,10,37.589661,126.916946
1267,은평구,ST-1481,960,960. 구파발역 환승센터,15,37.638252,126.919456
1268,은평구,ST-1032,946,946. 독바위역 ,10,37.618439,126.932884
1269,은평구,ST-457,909,909. 백련산 힐스테이트 3차,10,37.586994,126.922882
1270,은평구,ST-1479,958,958. 신한은행 응암동 지점 앞,13,37.600361,126.922813
1271,은평구,ST-1029,943,943. 은평구청 보건소,10,37.602402,126.92865
1272,은평구,ST-453,905,905. 구파발역 2번출구,11,37.636234,126.918999
1273,은평구,ST-1025,939,939. 은평구청 교차로,15,37.6017,126.927422
1274,은평구,ST-450,902,902. 진관동 은빛초등학교,10,37.643108,126.918221
1275,은평구,ST-1021,935,935. 역촌역 1번 출구,7,37.605202,126.922112
1276,은평구,ST-1329,954,954. 은평뉴타운구파발9단지,10,37.642609,126.921478
1277,은평구,ST-448,900,900. 은평예술회관,20,37.603943,126.927696
1278,은평구,ST-481,933,933. LG서비스 역촌점,10,37.612484,126.914879
1279,은평구,ST-478,930,930. 구 서부경찰서 건너편,7,37.601662,126.920303
1280,은평구,ST-474,926,926. 불광역 8번출구,8,37.611179,126.929665
1281,은평구,ST-470,922,922. 연신내역 4번출구,10,37.617802,126.921967
1282,은평구,ST-1489,968,968. 은평뉴타운 상림마을 13단지,7,37.64209,126.929413
1283,은평구,ST-1037,951,951. 연신내역 6번출구옆,15,37.619305,126.920593
1284,은평구,ST-467,919,919. 서울혁신파크,10,37.607025,126.933311
1285,은평구,ST-1486,965,965. 서울특별시 은평병원,10,37.593479,126.923187
1286,은평구,ST-463,915,915. 증산역 4번출구,10,37.584381,126.909897
1287,은평구,ST-1483,962,962. 은평뉴타운 힐데스하임,10,37.639259,126.918907
1288,은평구,ST-1034,948,948. 디지털미디어 시티역 4번출구,10,37.577202,126.902351
1289,은평구,ST-1480,959,959. 구파발10단지 인근,10,37.643661,126.914558
1290,은평구,ST-1031,945,945. 기자촌 사거리,10,37.63414,126.932343
1291,은평구,ST-455,907,907. CJ 드림시티,10,37.599491,126.916862
1292,은평구,ST-1028,942,942. 상림마을 생태공원,15,37.644081,126.929283
1293,은평구,ST-452,904,904. 은평뉴타운 푸르지오,18,37.648674,126.930702
1294,은평구,ST-1024,938,938. 금암 문화공원,15,37.644684,126.918457
1295,은평구,ST-1020,934,934. 신사동 성당,15,37.597141,126.909599
1296,은평구,ST-480,932,932. 예일여중,10,37.610004,126.916397
1297,은평구,ST-476,928,928. 은평역사한옥박물관,15,37.641315,126.938042
1298,은평구,ST-473,925,925. 불광역 2번출구,8,37.609566,126.930977
1299,은평구,ST-1039,953,953. 서울연신초등학교,10,37.625778,126.928818
1300,은평구,ST-1488,967,967. 서울혁신파크2,13,37.60891,126.932419
1301,종로구,ST-1374,395,395. 경희궁 자이 2단지,8,37.568855,126.964561
1302,종로구,ST-176,362,362. 청계8가 사거리,10,37.572224,127.022705
1303,종로구,ST-144,328,328. 탑골공원 앞,11,37.570396,126.98819
1304,종로구,ST-173,358,358. 성대입구 사거리,13,37.5825,126.998535
1305,종로구,ST-155,339,339. 종로4가 사거리,10,37.571068,126.998192
1306,종로구,ST-165,349,349. 사직동주민센터,7,37.576332,126.96859
1307,종로구,ST-978,450,450. 효자동 삼거리,20,37.583603,126.972549
1308,종로구,ST-161,345,345. 서울보증보험본사 앞,15,37.573307,127.00071
1309,종로구,ST-122,306,306. 광화문역 7번출구 앞,9,37.570808,126.976433
1310,종로구,ST-1607,454,454. 종로2가 버스정류장 (종각방향),13,37.570358,126.986382
1311,종로구,ST-941,449,449. 일성아파트,10,37.608719,126.972862
1312,종로구,ST-153,337,337. 창경궁 입구,5,37.578979,126.996475
1313,종로구,ST-337,386,386. 올림픽기념 국민생활관 앞,10,37.590233,126.99852
1314,종로구,ST-160,344,344. 성균관대 E하우스 앞,10,37.574036,127.006721
1315,종로구,ST-938,446,446. 상명대입구,10,37.600128,126.957832
1316,종로구,ST-182,369,369. 광화문 시민열린마당,20,37.575493,126.9785
1317,종로구,ST-156,340,340. 혜화동 로터리,8,37.585629,127.000679
1318,종로구,ST-131,315,315. 신한은행 안국역지점 옆,9,37.57597,126.983063
1319,종로구,ST-178,364,364. 창신역 1번출구 앞,8,37.579334,127.015083
1320,종로구,ST-1373,394,394. 경희궁 자이 3단지,15,37.56749,126.965919
1321,종로구,ST-175,361,361. 동묘앞역 1번출구 뒤,10,37.573242,127.015907
1322,종로구,ST-172,356,356. KT혜화지사 앞,15,37.577145,127.00206
1323,종로구,ST-130,314,314. 국립현대미술관,10,37.579708,126.980858
1324,종로구,ST-1619,461,461. 서울지방경찰청,10,37.574364,126.972366
1325,종로구,ST-158,342,342. 대학로 마로니에공원,10,37.579784,127.002533
1326,종로구,ST-1432,397,397. 종묘공영주차장 건너편,13,37.57048,126.996635
1327,종로구,ST-1611,458,458. 광화문역 5번출구,11,37.569939,126.977539
1328,종로구,ST-119,303,303. 광화문역 1번출구 앞,8,37.57177,126.974663
1329,종로구,ST-170,354,354. 포르투갈 대사관 앞,10,37.579155,126.98896
1330,종로구,ST-1609,456,456. 숭인2동 주민센터 입구 (이강3대냉면),10,37.574471,127.019829
1331,종로구,ST-169,353,353. 재동초교 앞 삼거리,8,37.579388,126.984947
1332,종로구,ST-1606,453,453. 종로오가 지하쇼핑센터 14번출구,10,37.57114,127.000671
1333,종로구,ST-157,341,341. 혜화역 3번출구 뒤,10,37.58157,127.001785
1334,종로구,ST-142,326,326. 안국역 5번출구 앞,19,37.576241,126.98616
1335,종로구,ST-168,352,352. 중앙고입구 삼거리,15,37.583416,126.985237
1336,종로구,ST-336,385,385. 종각역 5번출구,10,37.569836,126.982658
1337,종로구,ST-118,302,302. 경복궁역 4번출구 뒤,12,37.575947,126.97406
1338,종로구,ST-121,305,305. 종로구청 옆,16,37.572582,126.978355
1339,종로구,ST-145,329,329. 청계2가 사거리 옆,8,37.568344,126.987892
1340,종로구,ST-181,368,368. SK 서린빌딩 앞,12,37.569248,126.980537
1341,종로구,ST-177,363,363. 신설동역 11번출구 뒤,10,37.57576,127.022835
1342,종로구,ST-124,308,308. 광화문 S타워 앞,10,37.569969,126.973938
1343,종로구,ST-159,343,343. 예일빌딩(율곡로) 앞,12,37.575432,127.004982
1344,종로구,ST-1372,393,393. 동대문역 8번 출구,10,37.570141,127.009377
1345,종로구,ST-174,359,359. 원남동사거리,8,37.576061,126.997681
1346,종로구,ST-117,301,301. 경복궁역 7번출구 앞,16,37.575794,126.971451
1347,종로구,ST-120,304,304. 광화문역 2번출구 앞,7,37.572113,126.977577
1348,종로구,ST-151,335,335. 종로3가역 15번출구 앞,10,37.570198,126.991257
1349,종로구,ST-123,307,307. 서울역사박물관 앞,11,37.57,126.9711
1350,종로구,ST-143,327,327. 낙원상가 옆,10,37.573357,126.987465
1351,종로구,ST-171,355,355. 서울사대부속초교 앞,15,37.576508,127.002457
1352,종로구,ST-979,451,451. 청와대앞길,13,37.583515,126.979668
1353,종로구,ST-150,334,334. 종로3가역 2번출구 뒤,10,37.570599,126.991791
1354,종로구,ST-1610,457,457. 종로꽃시장 입구 옆,10,37.57132,127.00721
1355,종로구,ST-154,338,338. 세운스퀘어 앞,18,37.570957,126.997124
1356,종로구,ST-1608,455,455. 삼익한의원,8,37.570961,127.006058
1357,종로구,ST-444,388,388. 동성중학교 앞,10,37.585735,127.00161
1358,종로구,ST-1605,452,452. 동대문 종합시장 버스정류장,13,37.571239,127.00441
1359,종로구,ST-132,316,316. 종각역 1번출구 앞,12,37.570396,126.981789
1360,종로구,ST-167,351,351. 청운초교 앞 삼거리,8,37.585079,126.970619
1361,종로구,ST-939,447,447. 신영동삼거리,10,37.603992,126.961945
1362,종로구,ST-125,309,309. 광화문역 6번출구 옆,13,37.569889,126.976456
1363,종로구,ST-183,348,348. 독립문역 사거리,14,37.572029,126.960785
1364,중구,ST-128,312,312. 시청역 1번출구 뒤,7,37.564674,126.976738
1365,중구,ST-134,318,318. 광교사거리 남측,10,37.568527,126.982552
1366,중구,ST-148,332,332. 을지로2가 사거리 남측,5,37.56599,126.987793
1367,중구,ST-1436,399,399. 서울역 센트럴 자이아파트,15,37.554482,126.966087
1368,중구,ST-162,346,346. 맥스타일 앞,10,37.569183,127.00988
1369,중구,ST-198,383,383. 신당역 12번 출구 뒤,17,37.565849,127.016403
1370,중구,ST-195,380,380. CJ제일제당 앞,8,37.563866,127.002747
1371,중구,ST-129,313,313. 서울역 광장 파출소 옆,5,37.556961,126.971771
1372,중구,ST-944,390,390. 충무로역 1번출구,10,37.56139,126.995354
1373,중구,ST-192,377,377. 서울역 5번출구 앞,10,37.557217,126.973007
1374,중구,ST-189,374,374. 청구역 2번출구 앞,10,37.560474,127.014076
1375,중구,ST-186,371,371. 동대입구역 6번출구 뒤,10,37.558872,127.005539
1376,중구,ST-138,322,322. 명동성당 앞,15,37.564476,126.986969
1377,중구,ST-1439,430,430. KEB하나은행 장충동지점,8,37.562172,127.006264
1378,중구,ST-127,311,311. 서울광장 옆,35,37.566612,126.97747
1379,중구,ST-1435,398,398. 을지로3가역 3번출구,9,37.566559,126.992439
1380,중구,ST-136,320,320. 을지로입구역 4번출구 앞,20,37.566223,126.983589
1381,중구,ST-116,300,300. 정동사거리,7,37.56805,126.969231
1382,중구,ST-197,382,382. 약수역 10번출구 앞,7,37.555199,127.010048
1383,중구,ST-194,379,379. 서울역9번출구,7,37.556,126.973358
1384,중구,ST-126,310,310. 청계광장 옆,10,37.568878,126.97747
1385,중구,ST-977,391,391. 정동길입구,8,37.565437,126.973305
1386,중구,ST-943,389,389. 을지로4가역 1번출구,10,37.56673,126.996605
1387,중구,ST-146,330,330. 청계천 한빛광장,10,37.568165,126.984978
1388,중구,ST-190,375,375. 다산 어린이공원,8,37.563717,127.018425
1389,중구,ST-188,373,373. 청구 어린이공원,8,37.555859,127.013855
1390,중구,ST-185,370,370. 시청역(2호선) 9번출구 뒤,8,37.563229,126.974838
1391,중구,ST-152,336,336. 티마크 호텔 앞,10,37.562618,126.992836
1392,중구,ST-163,347,347. 동대문역사문화공원역 9번출구 앞,18,37.565331,127.007843
1393,중구,ST-1440,431,431. 청계천 영도교,15,37.5709,127.019524
1394,중구,ST-1438,429,429. 송도병원,8,37.549889,127.007347
1395,중구,ST-137,321,321. KEB 하나금융그룹 명동사옥 옆,15,37.565464,126.984138
1396,중구,ST-140,324,324. 신세계백화점 본점 앞,10,37.56134,126.9804
1397,중구,ST-199,384,384. 종로학원본원 ,10,37.55978,126.968506
1398,중구,ST-196,381,381. 장충체육관,10,37.558533,127.006989
1399,중구,ST-193,378,378. 청계7가 사거리,10,37.569805,127.016953
1400,중구,ST-338,387,387. 훈련원공원주차장 앞,10,37.566994,127.003464
1401,중구,ST-187,372,372. 약수역 3번출구 뒤,10,37.554295,127.0112
1402,중랑구,ST-569,1406,1406. 망우청소년수련관,10,37.606251,127.108269
1403,중랑구,ST-566,1403,1403. 중화빌딩 앞 (동부시장),15,37.59425,127.076576
1404,중랑구,ST-1099,1448,1448. 코스트코 상봉점,15,37.597321,127.089798
1405,중랑구,ST-596,1438,1438. 홈플러스 신내점 앞,15,37.616169,127.093483
1406,중랑구,ST-1096,1445,1445. 용마지구대,10,37.579941,127.079399
1407,중랑구,ST-1334,1451,1451. 중랑세무서,10,37.592758,127.07267
1408,중랑구,ST-855,1430,1430. 중랑구청,20,37.606152,127.092598
1409,중랑구,ST-593,1435,1435. 능산삼거리,15,37.608681,127.100792
1410,중랑구,ST-1093,1442,1442. (구)신한은행 중랑교지점,8,37.598591,127.079819
1411,중랑구,ST-558,1401,1401. 극동늘푸른아파트,15,37.614738,127.076363
1412,중랑구,ST-852,1427,1427. 용마산역 1번출구,10,37.574299,127.086914
1413,중랑구,ST-849,1414,1414. 사가정역 1번출구,10,37.581646,127.088432
1414,중랑구,ST-587,1422,1422. 신내우디안아파트 1단지,10,37.620098,127.106461
1415,중랑구,ST-584,1441,1441. 신내능말공원,15,37.616711,127.110733
1416,중랑구,ST-577,1413,1413. 봉화산역 5번출구 뒤,10,37.617561,127.090309
1417,중랑구,ST-1345,1453,1453. 중랑캠핑숲,9,37.604603,127.109253
1418,중랑구,ST-573,1410,1410. 면목 대원칸타빌아파트,10,37.577782,127.090187
1419,중랑구,ST-1451,1458,1458. 상봉터미널2,9,37.59734,127.093086
1420,중랑구,ST-570,1408,1408. 먹골역 6번출구 앞,10,37.610722,127.077477
1421,중랑구,ST-568,1405,1405. 망우역 1번출구,10,37.599098,127.092949
1422,중랑구,ST-599,1404,1404. 동일로 지하차도,10,37.595299,127.080032
1423,중랑구,ST-1098,1447,1447. 면목역 3번출구,15,37.588902,127.08728
1424,중랑구,ST-857,1433,1433. 중화역 2번출구,10,37.602077,127.079582
1425,중랑구,ST-595,1437,1437. 늘푸른공원 앞,15,37.58342,127.079926
1426,중랑구,ST-1095,1444,1444. 면목4치안센터,10,37.574028,127.080544
1427,중랑구,ST-1333,1450,1450. 화랑대역 7번출구,10,37.619625,127.085014
1428,중랑구,ST-854,1429,1429. 장안중학교,15,37.599957,127.080002
1429,중랑구,ST-592,1434,1434. 홈플러스 면목동점,15,37.579868,127.082367
1430,중랑구,ST-850,1416,1416. 상봉역 3번출구,10,37.595219,127.085999
1431,중랑구,ST-589,1425,1425. 용마문화복지센터,10,37.58746,127.09597
1432,중랑구,ST-912,1411,1411. 상봉시장앞 교차로 한성빌딩 앞,10,37.592541,127.086739
1433,중랑구,ST-847,1407,1407. 먹골역 1번출구 뒤,10,37.611511,127.077888
1434,중랑구,ST-586,1421,1421. 신내역 4번출구,20,37.612461,127.103378
1435,중랑구,ST-583,1418,1418. 새솔초등학교,15,37.617989,127.110542
1436,중랑구,ST-575,1412,1412. 면목초등학교,10,37.590961,127.087067
1437,중랑구,ST-1381,1457,1457. 동원사거리,10,37.58976,127.093239
1438,중랑구,ST-1375,1455,1455. 상봉역 2번 출구,10,37.596329,127.085899
1439,중랑구,ST-1097,1446,1446. 중랑전화국 교차로,10,37.591301,127.08033
1440,중랑구,ST-1335,1452,1452. 겸재교 진입부,15,37.585655,127.07505
1441,중랑구,ST-561,1402,1402. 금란주차장 앞,10,37.600071,127.102333
1442,중랑구,ST-856,1431,1431. 중랑구청 사거리,10,37.606499,127.095451
1443,중랑구,ST-594,1436,1436. 영풍마드레빌,15,37.605881,127.100632
1444,중랑구,ST-1094,1443,1443. 구립망우청소년독서실,10,37.59552,127.098778
1445,중랑구,ST-1332,1449,1449. 상봉역 1번출구,15,37.596558,127.085838
1446,중랑구,ST-853,1428,1428. 원묵고등학교,10,37.616024,127.085968
1447,중랑구,ST-590,1426,1426. 면목도시개발아파트 1동 앞,15,37.573589,127.086823
1448,중랑구,ST-588,1424,1424. 양원역 2번출구,10,37.606312,127.107742
1449,중랑구,ST-585,1420,1420. 신내어울공원 앞,15,37.614231,127.096764
1450,중랑구,ST-942,1440,1440. 하나은행 면목지점,10,37.586372,127.08007
1451,중랑구,ST-1346,1454,1454. 한국전력공사(동대문 중랑지사),10,37.607349,127.07859
1452,중랑구,ST-1452,1459,1459. 용마한신아파트사거리,10,37.580349,127.092651
1453,중랑구,ST-1380,1456,1456. 상아빌딩(우림시장 교차로),10,37.595112,127.100327
